ein,name,street,city,state,zip,affiliation,deductibility,activity,organization,tax_period,asset_cd,income_cd,filing_req_cd,acct_pd,asset_amt,income_amt,revenue_amt,elf,tax_pd,subseccd,totrevnue,totliabend,filedf990tcd,gftgrntsrcvd170,grsrcptsrelated170,exceeds1pct509,grsinc509
556024163,WEST VIRGINIA AMUSEMENT & LIMITED VIDEO LOTTERY OPERATORS ASSOCIATIO,PO BOX 3312,CHARLESTON,WV,25333-3312,3,2,65207919,1,201512,3,3,1,12,92207,66122,66122,N,201512,6,18260,0,N,0,0,0,0
556024430,GREATER KANAWHA VALLEY FOUNDATION,PO BOX 3041,CHARLESTON,WV,25331-3041,3,1,600927602,2,201612,9,6,1,12,223976994,3478396,3478396,Y,201512,3,0,6710298,N,2675359,0,0,0
556028726,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,104 3RD ST,ELKINS,WV,26241-3831,9,2,999000000,5,201612,3,4,1,6,69273,104435,41419,N,201512,4,31306,0,N,0,0,0,0
556097177,PLUMBERS & STEAMFITTERS LOCAL 577 HEALTH AND WELFARE FUND,333 W VINE STREET,LEXINGTON,KY,40507-1622,3,0,0,2,201608,6,7,1,8,4966629,5723668,5723668,Y,201508,9,5862517,111262,N,0,0,0,0
556164650,CHARLES D NELSON TR,PO BOX 807,ELLSWOR,ME,04605-0807,3,2,0,2,2,6,5,1,6,4121375,817753,129586,N,201606,3,0,0,N,0,0,0,0
560121200,AMERICAN LEGION,PO BOX 26657,RALEIGH,NC,27611-6657,9,1,907908000,1,201706,6,6,1,6,2032163,1313930,961036,Y,201606,19,122180,209668,N,0,0,0,0
560193499,HAYWOOD ELECTRIC MEMBERSHIP CORPORATION,376 GRINDSTONE RD,WAYNESVILLE,NC,28785-6120,3,2,904279000,1,201612,9,8,1,12,142502140,41565699,41565699,Y,201512,12,42209857,92117329,N,0,0,0,0
560526786,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF NC,PO BOX 1024,LINCOLNTON,NC,28093-1024,9,1,907000000,5,201705,4,4,1,5,316194,152335,91145,N,201505,3,120673,18279,N,5030,0,0,0
560526856,ARTS COUNCIL INCORPORATED WINSTON-SALEM ARTS COUNCIL,251 N SPRUCE ST,WINSTON SALEM,NC,27101-2735,3,1,119059000,1,201609,8,6,1,9,15555789,3272577,3272577,N,201509,3,0,5660160,N,17770875,52870,0,0
560532130,YOUNG MENS CHRISTIAN ASSOCIATION BLUE RIDGE ASSEMBLY,84 BLUE RIDGE CIR,BLACK MTN,NC,28711-9750,3,1,59029000,1,201612,8,7,1,12,16123346,5073236,5048413,Y,201512,3,4065376,1616920,N,0,0,0,188730
560548133,CHI OMEGA FRATERNITY,313 E FRANKLIN ST,CHAPEL HILL,NC,27514-3622,9,2,36000000,5,201606,2,4,1,6,23961,284288,275869,N,201506,7,247783,0,N,0,0,0,0
560548248,PHI DELTA THETA FRATERNITY,210 N COLUMBIA ST,CHAPEL HILL,NC,27514-3501,9,2,36000000,5,201605,3,5,1,5,56228,694102,694102,Y,201505,7,643567,7600,N,0,0,0,0
560562293,TRANSYLVANIA COMMUNITY HOSPITAL INC,400 RIDGEFIELD COURT STE 100,ASHEVILLE,NC,28806-2213,3,1,150179602,1,201609,9,9,1,9,85103107,72636242,70824646,Y,201509,3,66114418,20461796,Y,0,0,0,0
560567980,THE CROSSNORE SCHOOL & CHILDRENS HOME,PO BOX 249,CROSSNORE,NC,28616-0249,3,1,46030602,1,201609,8,7,1,9,22847971,8180483,7584217,N,201509,3,3604285,824217,N,21160452,0,0,0
560591312,GREENSBORO CEREBRAL PALSY ASSOCIATION INC,3205 E WENDOVER AVE,GREENSBORO,NC,27405-6431,3,1,30000000,1,201606,6,5,1,6,1427339,557985,551853,Y,201606,3,79874,78377,N,2207281,360495,0,0
560612303,JACKSONVILLE COUNTRY CLUB INC,2201 COUNTRY CLUB RD,JACKSONVILLE,NC,28546-6011,3,2,280318319,1,201705,6,6,1,5,1843947,1492321,1289979,Y,201605,7,330306,1636531,N,0,0,0,0
560641290,NORTH CAROLINA HOSPITAL ASSOCIATION,PO BOX 4449,CARY,NC,27519-4449,3,2,279179000,1,201612,8,7,1,12,13992930,6505987,6460124,Y,201512,6,4819440,8528462,N,0,0,0,0
560655425,NORTH CAROLINA HIGH SCHOOL ATHLETIC,222 FINLEY GOLF COURSE RD,CHAPEL HILL,NC,27517-4440,3,1,38000000,1,201606,8,8,1,6,34780024,15035334,6766482,Y,201506,3,3058238,2602265,N,0,0,0,2467128
560660468,ELIZABETH CITY BOYS CLUB INC,306 N ROAD ST,ELIZABETH CTY,NC,27909-4067,3,1,59349328,1,201609,6,4,1,9,1001397,327415,109758,N,201509,3,0,7217,N,0,0,0,19817
560677644,CAROLINA GOLF CLUB INC 2415 OLD STEEL CREEK RD CHARLOTTE NC,2415 OLD STEELE CREEK RD,CHARLOTTE,NC,28208-6034,3,2,280000000,1,201612,7,6,1,12,9689833,4607159,4035708,Y,201512,7,657624,4494308,Y,0,0,0,0
560685315,AMERICAN DAIRY GOAT ASSOCIATION,PO BOX 865,SPINDALE,NC,28160-0865,3,2,994199120,1,201612,6,6,1,12,1078864,1983591,1983591,N,201512,5,1674049,142226,N,0,0,0,0
560734599,CHAMBER OF COMMERCE-LINCOLN COUNTY,PO BOX 1617,LINCOLNTON,NC,28093-1617,3,2,200000000,5,201612,4,4,1,12,210998,302851,302851,Y,201512,6,257146,37567,N,0,0,0,0
560746180,UNITED ARTS COUNCIL OF GREATER GREENSBORO INC,200 N DAVIE ST STE 5,GREENSBORO,NC,27401-2865,3,1,119059000,1,201606,6,6,1,6,2722252,2104096,2104096,Y,201506,3,65938,155584,N,7628307,132081,0,0
560746687,NORTH CAROLINA HEALTH CARE FACILITIES ASSOCIATION,5109 BUR OAK CIR,RALEIGH,NC,27612-3101,3,2,150200000,1,201612,6,6,1,12,1041139,3769795,3769795,Y,201512,6,881189,936601,N,0,0,0,0
560754599,FRIENDS HOMES INC,925 NEW GARDEN RD,GREENSBORO,NC,27410-3233,3,1,575382029,1,201609,9,9,1,9,83780545,64368472,29429486,Y,201609,3,26160208,48285175,N,0,0,0,3595425
560755929,MAGGIE VALLEY AREA CHAMBER OF COMMERCE INC,PO BOX 279,MAGGIE VALLEY,NC,28751-0279,3,2,200000000,1,201612,3,4,1,12,79872,168215,168215,N,201512,6,157992,18966,Y,0,0,0,0
560792300,JUNIOR LEAGUE OF WILMINGTON N C INC,3803 WRIGHTSVILLE AVE DOWNEY BRANCH,WILMINGTON,NC,28403-0000,3,1,59062000,1,201705,4,4,1,5,281648,126569,97101,Y,201605,3,150367,36131,N,0,0,0,9076
560818342,PIEDMONT CRAFTSMEN INC,601 N TRADE ST,WINSTON SALEM,NC,27101-2959,3,1,123149090,1,201612,5,5,1,12,640090,565802,350220,N,201512,3,0,49039,N,1125966,1182013,0,0
560845795,ACTION PATHWAYS INC,PO BOX 2009,FAYETTEVILLE,NC,28302-2009,3,1,59000000,1,201612,7,8,1,12,8672466,19249146,18429365,Y,201512,3,2559640,2101374,N,69004002,0,0,0
560854603,NORTH CAROLINA BEER AND WINE WHOLESALERS ASSOCIATION,PO BOX 25458,RALEIGH,NC,27611-5458,3,2,920200279,1,201612,6,6,1,12,1404937,1093215,958308,Y,201512,6,82590,97223,N,0,0,0,0
560857708,NORTH CAROLINA OUTWARD BOUND SCHOOL,2582 RICEVILLE RD,ASHEVILLE,NC,28805-9793,3,1,59040349,1,201603,8,8,1,3,21134105,11982445,10238713,Y,201503,3,5125195,2205037,N,0,0,0,0
560888300,CLINTON LODGE NO 786 LOYAL ORDER OF MOOSE,PO BOX 313,CLINTON,NC,28329-0313,9,1,36030382,1,201704,4,3,1,4,180394,87291,31679,N,201604,8,37031,-681,N,0,0,0,0
560893161,CAROLINA ROOFING AND SHEET METAL CONTRACTORS ASSOCIATION INC,PO BOX 7643,CHARLOTTE,NC,28241-7643,3,2,200279000,1,201606,4,4,1,6,474321,353793,353793,Y,201506,6,161350,280311,Y,0,0,0,0
560902656,SOUTHERN WAYNE RECREATION INC,262 COUNTRY CLUB RD,MOUNT OLIVE,NC,28365-6891,3,2,319000000,1,201512,4,4,1,12,464398,482258,482258,N,201512,7,482258,125347,N,0,0,0,0
560928836,TWIN RIVERS OPPORTUNITIES INC,318 CRAVEN ST,NEW BERN,NC,28560-4909,3,1,59000000,1,201609,5,6,1,9,518141,4547640,4547640,Y,201509,3,0,124814,N,25050458,105846,0,0
560938521,CHILDRENS HOME OF CLEVELAND COUNTY INC,PO BOX 2053,SHELBY,NC,28151-2053,3,1,326000000,1,201606,5,6,1,6,653801,1271653,1271653,Y,201506,3,84929,74254,N,4608165,156256,0,0
560939590,ALAMANCE CHRISTIAN SCHOOL INC,1336 TOWNBRANCH RD,GRAHAM,NC,27253-2606,3,1,46000000,1,201606,5,6,1,6,991558,2889867,2871021,Y,201506,3,2296344,447206,N,0,0,0,0
560942052,THEATRE IN THE PARK INC,107 PULLEN RD,RALEIGH,NC,27607-7367,3,1,119059000,1,201606,6,6,1,6,1534634,1549660,1548610,Y,201506,3,1472434,39134,N,737065,1472434,0,0
560942853,POPULATION SERVICES INTERNATIONAL,1120 19TH ST NW STE 600,WASHINGTON,DC,20036-3605,3,1,59029000,1,201612,9,9,1,12,398037954,647701339,598723869,Y,201512,3,0,426308938,Y,2697767873,5918821,0,0
560944449,CHARLOTTE LATIN SCHOOLS INC,9502 PROVIDENCE RD,CHARLOTTE,NC,28277-8695,3,1,46030000,1,201606,9,8,1,6,81953688,45377042,34773774,Y,201606,3,30170213,26888412,N,0,0,0,0
560947311,STONY CREEK VOLUNTEER RESCUE SQUAD INC,PO BOX 7987,ROCKY MOUNT,NC,27804-0987,3,2,158149000,1,201706,4,4,1,6,322959,234332,215135,Y,201606,4,107185,0,N,0,0,0,0
560951973,TRANSITION OF YOUTH INC,1101 N MANGUM ST,DURHAM,NC,27701-1931,3,1,59328000,1,201612,4,5,1,12,329679,809601,809601,Y,201512,3,18492,0,N,2859755,58156,0,0
560953943,HERTFORD COUNTY EDUCATIONAL FOUNDATION INC,PO BOX 1008,AHOSKIE,NC,27910-1008,3,1,30000000,1,201606,6,6,1,6,1880388,1802109,1802109,Y,201506,3,1421831,60672,N,0,0,0,0
560986583,ALAMANCE COUNTY RESCUE UNIT INC,PO BOX 615,GRAHAM,NC,27253-0615,3,1,158000000,1,201612,5,4,1,12,983305,170208,153491,Y,201512,3,0,0,N,417750,332907,0,0
560999338,CENTER FOR PREVENTION SERVICES,1117 EAST MOREHEAD STREET,CHARLOTTE,NC,28204-2895,3,1,125179000,1,201706,5,5,1,6,522124,985711,985711,Y,201606,3,13592,24076,N,3516272,61273,0,0
561010615,YOKEFELLOW MINISTRY OF GREATER STATESVILLE,PO BOX 5384,STATESVILLE,NC,28687-5384,3,1,994000000,1,201612,4,4,1,12,131478,346663,346663,N,201512,3,263648,12542,N,0,0,0,3952
561013067,ALAMANCE COMMUNITY FIRE DISTRICT INC,4108 PRESBYTERIAN RD,GREENSBORO,NC,27406-9004,3,1,407000000,1,201706,6,6,1,6,3990121,1263096,1263096,Y,201506,3,1138469,2403931,N,1560,13096,0,0
561038993,INTERNATIONAL SEAMENS SERVICE OF WILMINGTON N C INC,PO BOX 486,WILMINGTON,NC,28402-0486,3,1,29318317,1,201612,4,3,1,12,232673,78794,74305,Y,201512,3,66636,806,N,432219,6257,0,0
561049063,CHARLOTTE DENTAL SOCIETY,1112 HARDING PLACE,CHARLOTTE,NC,28204-2864,3,2,205000000,5,201705,4,3,2,5,110332,49711,49711,Y,201605,6,110588,0,N,0,0,0,0
561062490,WINDSOR AREA CHAMBER OF COMMERCE AND MERCHANTS ASSOCIATION INC,POST OFFICE 572,WINDSOR,NC,27983-0000,3,2,200403404,5,201606,1,3,1,6,3104,55434,47946,N,201506,6,56985,4897,Y,0,0,0,0
561074443,LAYMENS CHRISTIAN COUNCIL,PO BOX 1697,LEXINGTON,NC,27293-1697,3,1,560328575,1,201612,3,3,1,12,49791,62203,61872,Y,201512,3,49221,75,N,0,0,0,771
561080214,CLAY COMPREHENSIVE HEALTH SERVICES INC,241 CHURCH ST,HAYESVILLE,NC,28904-9688,3,1,155165000,1,201606,5,6,1,6,585885,1342211,1342211,N,201506,3,1141178,316926,N,745063,5631964,0,0
561107074,CAROLINA ELECTRICAL JOINT APPRENTICE TRAINING PROGRAM,7802 THORNDIKE RD,GREENSBORO,NC,27409-9690,3,2,279000000,2,201705,4,4,1,5,408105,406846,406846,Y,201605,5,182679,0,N,0,0,0,0
561132284,UNITED STEELWORKERS,229 TOWE RD,PILOT MTN,NC,27041-8437,9,2,263059269,5,201612,4,3,1,12,122487,79031,79031,N,201512,5,66419,0,N,0,0,0,0
561134204,ASSOCIATION FOR THE PRESERVATION OF THE ENO RIVER VALLEY INC,4404 GUESS RD,DURHAM,NC,27712-2620,3,1,350000000,1,201612,7,6,1,12,7889625,1284676,1244418,Y,201512,3,244015,8768,N,0,0,477061,343708
561147790,CLIFFSIDE AREA FIRE DEPARTMENT INC,PO BOX 727,CLIFFSIDE,NC,28024-0727,3,1,0,1,201606,3,4,1,6,54099,250497,250497,N,201506,3,0,0,N,268201,0,0,0
561151065,STOKES-ROCKINGHAM VOLUNTEER FIRE DEPARTMENT INC,PO BOX 61,PINE HALL,NC,27042-0061,3,1,158000000,1,201706,6,4,1,6,1258230,244167,244167,N,201506,3,149273,0,N,186844,171439,0,0
561186774,STONEWALL RURAL FIRE DEPARTMENT INC,PO BOX 636,RAEFORD,NC,28376-0636,3,1,0,1,201506,5,4,1,6,502784,100074,100074,Y,201506,4,0,57425,N,695406,0,0,0
561187314,SOUTHEAST GUILFORD SWIM CLUB INC,4301 SOUTHEAST SCHOOL ROAD,GREENSBORO,NC,27406-0000,3,2,287318319,1,201609,4,4,1,9,176876,136784,127514,Y,201609,7,120706,167336,N,0,0,0,0
561191106,CAROLINAS-VIRGINIA MINORITY SUPPLIER DEVELOPOMENT COUNCILS INC,9115 HARRIS CORNERS PKWY ST440,CHARLOTTE,NC,28269-3706,3,1,994229000,1,201612,4,6,1,12,449133,1163876,1163876,Y,201512,3,267759,148881,N,0,0,0,2077
561224984,ALLEGHANY COUNTY COUNCIL ON AGING INC,PO BOX 416,SPARTA,NC,28675-0416,3,1,994575000,1,201706,4,4,1,6,264019,350201,350201,Y,201606,3,5168,18590,N,1677857,5723,0,0
561231905,GREENSBORO UNITED SOCCER ASSOCIATION INC,PO BOX 9185,GREENSBORO,NC,27429-0185,3,1,321000000,1,201606,6,6,1,6,3202990,3888642,3796542,Y,201506,3,2999539,583326,N,0,0,0,1282
561245526,LINCOLN COUNTY HISTORICAL ASSOCIATION INC,403 E MAIN ST,LINCOLNTON,NC,28092-3305,3,1,119000000,1,201606,4,5,1,6,336743,604396,604355,Y,201506,3,17336,0,N,1464019,0,0,0
561253888,BUNYAN VOLUNTEER FIRE DEPARTMENT INC,8264 BROAD CREEK RD,WASHINGTON,NC,27889-7604,3,1,407000000,1,201609,5,4,1,9,995304,348564,343979,Y,201509,3,0,149043,N,27525,0,0,0
561254901,OAK GROVE VOLUNTEER FIRE DEPT INC,PO BOX 891,KINGS MTN,NC,28086-0891,3,1,0,1,201706,6,4,1,6,1449784,399523,399523,Y,201606,3,152325,1508224,N,621229,0,0,0
561257709,NORTH CAROLINA SOCIETY OF MEDICAL ASSISTANTS,108 CLOVERDALE CT APT E,ARCHDALE,NC,27263-9502,3,2,0,5,201612,4,3,1,12,126716,51076,51076,Y,201512,6,43236,0,N,0,0,0,0
561264424,CLIMAX VOLUNTEER FIRE DEPARTMENT INC,PO BOX 51,CLIMAX,NC,27233-0051,3,1,158000000,1,201606,6,5,1,6,1444072,733416,731131,Y,201506,3,11499,80213,N,84812,0,0,0
561273974,HEMOPHILIA OF NORTH CAROLINA,260 TOWN HALL DRIVE,MORRISVILLE,NC,27560-5544,3,1,994160000,1,201606,4,4,1,6,229463,372271,321545,N,201506,3,24975,3073,N,1123117,797624,0,0
561278857,HUMANE SOCIETY OF RICHMOND COUNTY INC,PO BOX 2064,ROCKINGHAM,NC,28380-2064,3,1,913000000,1,201706,0,0,2,6,0,0,0,N,201306,3,0,47208,N,910908,0,0,0
561280315,CHURCH STREET PRESCHOOL INC,PO BOX 1056,BURNSVILLE,NC,28714-1056,3,1,46030000,5,201706,3,3,1,6,50189,89663,87918,Y,201606,3,79527,0,N,0,0,0,0
561280538,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,PO BOX 231,HAMPSTEAD,NC,28443-0231,9,2,279319000,5,201706,0,0,2,6,0,0,0,N,201606,4,0,0,N,0,0,0,0
561293159,AHOSKIE RURAL VOLUNTEER FIRE DEPARTMENT INC,PO BOX 43,AHOSKIE,NC,27910-0043,3,1,407000000,1,201612,6,4,1,12,1319097,314856,314856,Y,201512,3,0,474825,N,853152,505,0,0
561301586,BELGRADE COMMUNITY ACTION ASSOCIATION,484 SPRING HILL RD,MAYSVILLE,NC,28555-0000,3,1,296000000,1,201512,4,3,1,12,290202,66691,64186,N,201512,3,64186,63532,N,194589,18255,0,0
561310542,COMMITTEE TO RESTORE AND PRESERVE THIRD WARD INC,1001 W 1ST ST,CHARLOTTE,NC,28202-1005,3,2,354400403,1,201612,6,2,2,12,1517011,19684,-13892,Y,201512,4,0,0,N,0,0,0,0
561317252,TOTSLAND PRESCHOOL,PO BOX 236,BELHAVEN,NC,27810-0236,3,1,998000000,1,201612,5,4,1,12,513530,256547,256547,Y,201512,3,306164,250626,N,0,0,0,19
561346748,MCDOWELL ECONOMIC DEVELOPMENT ASSOCIATION INC,PO BOX 1289,MARION,NC,28752-1289,3,1,403000000,1,201606,2,4,1,6,20354,180029,180029,N,201506,3,260478,0,N,709783,260478,0,0
561351731,GRACE CHAPEL VOLUNTEER FIRE,4548 GRACE CHAPEL RD,GRANITE FALLS,NC,28630-9368,3,1,407000000,1,201612,6,5,1,12,4488973,515490,490421,N,201512,4,380467,611928,N,0,0,0,0
561360061,COVE CREEK VOLUNTEER FIRE DEPARTMENT INC,193 SMITH ST,VILAS,NC,28692-8310,3,1,0,1,201612,6,4,1,12,1362146,411731,411233,N,201512,3,0,123113,N,414043,0,0,0
561362204,FRIENDSHIP ADULT DAY SERVICES INC,PO BOX 3303,BURLINGTON,NC,27215-0303,3,1,0,1,201606,2,4,1,6,23450,262550,262550,Y,201506,3,5505,21527,N,1082303,0,0,0
561363464,HABITAT FOR HUMANITY INTERNATIONAL INC,33 MEADOW RD,ASHEVILLE,NC,28803-2651,9,1,398380000,1,201606,8,7,1,6,20371813,7546140,5521609,N,201506,3,1881036,8382012,Y,10630106,10831821,0,0
561372539,AMERICAN LEGION AUXILIARY,PO BOX 9273,ASHEVILLE,NC,28815-0273,9,1,0,5,201509,1,0,2,9,2865,0,0,N,201509,19,0,0,N,0,0,0,0
561376155,CONTEMPORARY ART FOUNDATION INC,409 W MARTIN ST,RALEIGH,NC,27603-1819,3,1,91000000,1,201606,7,5,1,6,7689412,724575,643940,N,201506,3,0,689809,N,2631658,0,0,0
561384331,PTA NORTH CAROLINA CONGRESS,137 STOWE RD,GASTONIA,NC,28056-8560,9,0,0,1,201606,1,3,1,6,9524,63221,15297,Y,201606,3,15297,0,N,3688,0,0,0
561390352,THE NORTH CAROLINA ADULT SOCCER ASSOCIATION,PO BOX 18229,GREENSBORO,NC,27419-8229,3,1,0,1,201706,4,4,1,6,309253,391920,391920,Y,201606,3,374597,3080,N,0,0,0,1613
561393857,CORNATZER-DULIN VOLUNTEER FIRE DEPARTMENT INC,1522 CORNATZER RD,MOCKSVILLE,NC,27028-7139,3,1,407000000,1,201606,4,4,1,6,451672,185617,182565,N,201506,4,171472,112,N,0,0,0,0
561394515,OAK WOLFE FIRE DEPARTMENT,2418 SUMMERLINS CROSSROAD RD,MOUNT OLIVE,NC,28365-5434,3,1,0,1,201612,5,4,1,12,713610,186650,186650,Y,201512,3,0,0,N,534733,640,0,0
561394736,FRANKLIN COUNTY COMMITTEE OF 100,228 PARK AVE,YOUNGSVILLE,NC,27596-9464,3,1,403000000,1,201612,4,2,2,12,255231,14690,14690,N,201512,3,12708,0,N,0,0,0,0
561397259,E M HOLT COMMUNITY VOLUNTEER FIRE DEPARTMENT,2172 BELLEMONT ALAMANCE RD,BURLINGTON,NC,27215-9606,3,1,407158000,1,201606,6,5,1,6,1947694,760282,760271,Y,201506,3,746096,461300,N,42759,0,0,0
561404398,SHARON MANOR HOMES INC,C/O BMC 408 BATTLEGROUND AVE,GREENSBORO,NC,27401-0000,3,1,382000000,1,201612,6,4,1,12,1026550,284606,284606,Y,201512,3,279661,1369979,N,1362358,0,0,0
561405624,NORTHWOOD HIGH SCHOOL BOOSTERS FRIENDS AND ALUMNI ASSOCIATION,310 NORTHWOOD HIGH SCHOOL RD,PITTSBORO,NC,27312-7901,3,1,38000000,1,201607,4,4,1,7,122693,244261,244261,N,201507,3,0,0,N,0,0,0,25
561409298,KING OUTREACH MINISTRY INC,PO BOX 1450,KING,NC,27021-1450,3,1,560000000,1,201612,4,4,1,12,303825,305805,304958,Y,201512,3,0,0,N,0,0,0,0
561423823,NEW RIVER COTTAGE INC,PO BOX 488,SPARTA,NC,28675-0488,3,2,559399000,1,201606,4,5,1,6,340944,547564,547564,Y,201606,3,547564,236058,N,0,0,0,0
561434180,PRIDE OF KINSTON INC,327 N QUEEN ST,KINSTON,NC,28501-4984,3,1,994000000,1,201606,6,4,1,6,1951261,350023,156619,Y,201506,3,99911,178780,N,1480474,741850,0,0
561435107,DELTA CHI FRATERNITY,ASUBOX9084,BOONE,NC,28608-0001,3,2,32000000,5,201706,0,0,2,6,0,0,0,Y,201606,7,75603,0,N,0,0,0,0
561444287,NC STATE UNIVERSITY PARTNERSHIP CORPORATION,NCSU BOX 7207,RALEIGH,NC,27695-0001,3,1,603000000,1,201606,8,7,1,6,26435612,6815782,6815782,Y,201506,3,6085886,5307774,Y,0,0,0,0
561458981,THE GRIFTON COMMUNITY FIRE ASSOCIATION INCORPORATED,PO BOX 910,GRIFTON,NC,28530-0910,3,1,407000000,1,201706,5,4,1,6,829852,314249,308938,Y,201606,3,0,476213,N,1016939,0,0,0
561468305,THE EDGECOMBE COUNTY CULTURAL ARTS COUNCIL INC,305 BRIDGERS ST,TARBORO,NC,27886-0000,3,1,90000000,1,201606,3,4,1,6,57631,128268,128268,Y,201606,3,128268,913,N,491207,34317,0,0
561475453,AZALEA DOG TRAINING CLUB,PO BOX 44,HAMPSTEAD,NC,28443-0044,3,2,149000000,1,201612,2,2,2,12,14900,22907,22907,N,201512,4,21532,0,N,0,0,0,0
561477077,GRISSETTOWN-LONGWOOD FIRE & RESCUE INC,758 LONGWOOD RD NW,OCEAN ISL BCH,NC,28469-3596,3,1,0,1,201606,4,4,1,6,169880,420871,404063,Y,201506,3,0,33037,N,46976,0,0,0
561505174,HARBOR INCORPORATED,1149 BUFFALO RD,SMITHFIELD,NC,27577-0000,3,1,0,1,201606,6,6,1,6,1683767,1996548,1886566,Y,201506,3,201854,20914,N,5169315,258819,0,0
561525939,HABITAT FOR HUMANITY INTERNATIONAL INC,3777 COLFAX ST,GARY,IN,46408-1257,9,1,29000000,1,201606,6,6,1,6,4287084,2588350,1355673,Y,201506,3,0,538282,N,0,0,0,57674
561526723,LORAY GIRLS HOME INC,104 S FIRESTONE ST,GASTONIA,NC,28052-3759,3,1,326000000,1,201606,4,4,1,6,140400,263309,263309,Y,201506,3,245494,3026,N,977931,0,0,0
561554822,U S COAST GUARD CHIEF PETTY OFFICERS ASSN,PO BOX 1362,ELIZABETH CTY,NC,27906-1362,9,2,0,5,201612,0,0,2,12,0,0,0,N,201512,19,51135,0,N,0,0,0,0
561556106,FRIENDS OF FORT FISHER INCORPORATED,1610 FORT FISHER BLVD S,KURE BEACH,NC,28449-3755,3,1,62000000,1,201612,4,4,1,12,327210,229355,159887,Y,201512,3,15371,1344,N,235133,0,0,0
561557200,TARBORO COMMUNITY OUTREACH INC,PO BOX 445,TARBORO,NC,27886-0445,3,1,602000000,1,201612,5,5,1,12,544640,911056,911056,Y,201512,3,0,1467,N,1728846,0,0,0
561581273,HILLSBOROUGH CHAMBER OF COMMERCE INC,121 N CHURTON STREET SUITE 1-C,HILLSBOROUGH,NC,27278-2193,3,2,200000000,1,201512,2,4,1,12,22792,110490,82828,Y,201512,6,82828,3588,N,0,0,0,0
561597893,ALAMANCE-ORANGE PRISON MINISTRY INC,PO BOX 9932,CHAPEL HILL,NC,27515-1932,3,1,572000000,1,201612,4,3,1,12,128039,91790,78422,Y,201512,3,65023,0,N,0,0,0,0
561600118,RALEIGH HOUSING FUND INC,10 N EAST ST,RALEIGH,NC,27601-1110,3,1,380402000,1,201612,6,4,1,12,1431959,301005,301005,Y,201512,3,135165,657030,N,677538,569327,0,0
561600798,DARE COUNTY ASSOCIATION OF FIRE OFFICERS,PO BOX 535,NAGS HEAD,NC,27959-0535,3,1,0,1,201612,4,4,1,12,282877,122569,122569,Y,201512,3,104415,0,N,518782,0,0,0
561610073,COMMUNITIES IN SCHOOLS OF HIGH POINT INC,PO BOX 6735,HIGH POINT,NC,27262-6735,3,1,328000000,1,201606,4,4,1,6,477907,479243,456466,Y,201606,3,0,16291,N,0,0,0,1535
561610521,ROTARY INTERNATIONAL,PO BOX 1843,SMITHFIELD,NC,27577-1843,9,2,319000000,5,201706,2,3,1,6,16056,63545,61499,Y,201606,4,80022,1438,N,0,0,0,0
561617082,GREENSBORO CENTER CITY CORPORATION,PO BOX 3136,GREENSBORO,NC,27402-3136,3,1,400000000,1,201606,7,4,1,6,5996039,281975,281975,N,201606,3,281975,6330413,N,0,0,0,0
561629777,CHARLOTTE MOTHERS OF MULTIPLES INCORPORATED,1062 STREAMLET WAY,MONROE,NC,28110-6326,3,1,0,1,201607,3,3,1,7,65249,59912,55466,N,201507,3,70472,0,N,0,0,0,486
561649348,COASTAL WILDLIFE REFUGE SOCIETY INC,PO BOX 1808,MANTEO,NC,27954-1808,3,1,602603000,1,201609,4,4,1,9,188364,255325,111886,N,201509,3,0,21257,N,0,0,0,0
561658230,HABITAT FOR HUMANITY INTERNATIONAL INC,930 POLLOCK ST,NEW BERN,NC,28562-5676,9,1,398380000,1,201606,6,5,1,6,1538032,525724,264631,Y,201506,3,164000,482965,N,1687949,0,0,0
561659213,HABITAT FOR HUMANITY INTERNATIONAL INC,PO BOX 33,BOONE,NC,28607-0033,9,1,0,1,201606,6,5,1,6,1244569,563182,537779,Y,201506,3,540805,385732,N,0,0,0,4259
561684388,PTA NORTH CAROLINA CONGRESS,PO BOX 69,PINE LEVEL,NC,27568-0069,9,1,35000000,1,201708,0,0,2,8,0,0,0,N,201508,3,-9763,0,N,0,0,0,0
561698333,FOLK ALLIANCE INTERNATIONAL,512 DELAWARE ST,KANSAS CITY,MO,64105-1220,6,1,603000000,1,201606,5,6,1,6,502003,1074193,1060127,N,201506,3,667265,64408,Y,0,0,215137,17807
561712762,WOMEN EXECUTIVES FOR COMMUNITY SERVICE INC,PO BOX 221033,CHARLOTTE,NC,28222-1033,3,1,249408603,1,201706,5,4,1,6,566663,107203,107203,Y,201506,3,0,354,N,323032,0,0,0
561714612,EASTERN PREGNANCY INFORMATION CLINIC,PO BOX 1838,KINSTON,NC,28503-1838,3,1,6564000,1,201612,4,4,1,12,107907,170177,166907,Y,201512,3,0,6342,N,812218,0,0,0
561721615,EUROPEAN BAPTIST FELLOWSHIP INC,PO BOX 501545,INDIANAPOLIS,IN,46250-6545,3,1,6007000,1,201512,4,4,1,12,108769,176356,176356,N,201512,3,0,0,N,909386,0,0,0
